Id,ActivityDate,TotalSteps,TotalDistance,TrackerDistance
1503960366,4/12/2016,13162,8.5,8.5
1503960366,4/13/2016,10735,6.96999979,6.96999979
1503960366,4/14/2016,10460,6.739999771,6.739999771
1503960366,4/15/2016,9762,6.28000021,6.28000021
1503960366,4/16/2016,12669,8.159999847,8.159999847
1503960366,4/17/2016,9705,6.480000019,6.480000019
1503960366,4/18/2016,13019,8.590000153,8.590000153
1503960366,4/19/2016,15506,9.880000114,9.880000114
1503960366,4/20/2016,10544,6.679999828,6.679999828
1503960366,4/21/2016,9819,6.340000153,6.340000153
1503960366,4/22/2016,12764,8.130000114,8.130000114
1503960366,4/23/2016,14371,9.039999962,9.039999962
1503960366,4/24/2016,10039,6.409999847,6.409999847
1503960366,4/25/2016,15355,9.800000191,9.800000191
1503960366,4/26/2016,13755,8.789999962,8.789999962
1503960366,4/27/2016,18134,12.21000004,12.21000004
1503960366,4/28/2016,13154,8.529999733,8.529999733
1503960366,4/29/2016,11181,7.150000095,7.150000095
1503960366,4/30/2016,14673,9.25,9.25
1503960366,5/1/2016,10602,6.809999943,6.809999943
1503960366,5/2/2016,14727,9.710000038,9.710000038
1503960366,5/3/2016,15103,9.659999847,9.659999847
1503960366,5/4/2016,11100,7.150000095,7.150000095
1503960366,5/5/2016,14070,8.899999619,8.899999619
1503960366,5/6/2016,12159,8.029999733,8.029999733
1503960366,5/7/2016,11992,7.710000038,7.710000038
1503960366,5/8/2016,10060,6.579999924,6.579999924
1503960366,5/9/2016,12022,7.71999979,7.71999979
1503960366,5/10/2016,12207,7.769999981,7.769999981
1503960366,5/11/2016,12770,8.130000114,8.130000114
1503960366,5/12/2016,0,0,0
1624580081,4/12/2016,8163,5.309999943,5.309999943
1624580081,4/13/2016,7007,4.550000191,4.550000191
1624580081,4/14/2016,9107,5.920000076,5.920000076
1624580081,4/15/2016,1510,0.980000019,0.980000019
1624580081,4/16/2016,5370,3.49000001,3.49000001
1624580081,4/17/2016,6175,4.059999943,4.059999943
1624580081,4/18/2016,10536,7.409999847,7.409999847
1624580081,4/19/2016,2916,1.899999976,1.899999976
1624580081,4/20/2016,4974,3.230000019,3.230000019
1624580081,4/21/2016,6349,4.130000114,4.130000114
1624580081,4/22/2016,4026,2.619999886,2.619999886
1624580081,4/23/2016,8538,5.550000191,5.550000191
1624580081,4/24/2016,6076,3.950000048,3.950000048
1624580081,4/25/2016,6497,4.21999979,4.21999979
1624580081,4/26/2016,2826,1.840000033,1.840000033
1624580081,4/27/2016,8367,5.440000057,5.440000057
1624580081,4/28/2016,2759,1.789999962,1.789999962
1624580081,4/29/2016,2390,1.549999952,1.549999952
1624580081,4/30/2016,6474,4.300000191,4.300000191
1624580081,5/1/2016,36019,28.03000069,28.03000069
1624580081,5/2/2016,7155,4.929999828,4.929999828
1624580081,5/3/2016,2100,1.370000005,1.370000005
1624580081,5/4/2016,2193,1.429999948,1.429999948
1624580081,5/5/2016,2470,1.610000014,1.610000014
1624580081,5/6/2016,1727,1.120000005,1.120000005
1624580081,5/7/2016,2104,1.370000005,1.370000005
1624580081,5/8/2016,3427,2.230000019,2.230000019
1624580081,5/9/2016,1732,1.129999995,1.129999995
1624580081,5/10/2016,2969,1.929999948,1.929999948
1624580081,5/11/2016,3134,2.039999962,2.039999962
1624580081,5/12/2016,2971,1.929999948,1.929999948
1644430081,4/12/2016,10694,7.769999981,7.769999981
1644430081,4/13/2016,8001,5.820000172,5.820000172
1644430081,4/14/2016,11037,8.020000458,8.020000458
1644430081,4/15/2016,5263,3.829999924,3.829999924
1644430081,4/16/2016,15300,11.11999989,11.11999989
1644430081,4/17/2016,8757,6.369999886,6.369999886
1644430081,4/18/2016,7132,5.190000057,5.190000057
1644430081,4/19/2016,11256,8.180000305,8.180000305
1644430081,4/20/2016,2436,1.769999981,1.769999981
1644430081,4/21/2016,1223,0.889999986,0.889999986
1644430081,4/22/2016,3673,2.670000076,2.670000076
1644430081,4/23/2016,6637,4.829999924,4.829999924
1644430081,4/24/2016,3321,2.410000086,2.410000086
1644430081,4/25/2016,3580,2.599999905,2.599999905
1644430081,4/26/2016,9919,7.210000038,7.210000038
1644430081,4/27/2016,3032,2.200000048,2.200000048
1644430081,4/28/2016,9405,6.840000153,6.840000153
1644430081,4/29/2016,3176,2.309999943,2.309999943
1644430081,4/30/2016,18213,13.23999977,13.23999977
1644430081,5/1/2016,6132,4.460000038,4.460000038
1644430081,5/2/2016,3758,2.730000019,2.730000019
1644430081,5/3/2016,12850,9.340000153,9.340000153
1644430081,5/4/2016,2309,1.679999948,1.679999948
1644430081,5/5/2016,4363,3.190000057,3.190000057
1644430081,5/6/2016,9787,7.119999886,7.119999886
1644430081,5/7/2016,13372,9.720000267,9.720000267
1644430081,5/8/2016,6724,4.889999866,4.889999866
1644430081,5/9/2016,6643,4.829999924,4.829999924
1644430081,5/10/2016,9167,6.659999847,6.659999847
1644430081,5/11/2016,1329,0.970000029,0.970000029
1844505072,4/12/2016,6697,4.429999828,4.429999828
1844505072,4/13/2016,4929,3.25999999,3.25999999
1844505072,4/14/2016,7937,5.25,5.25
1844505072,4/15/2016,3844,2.539999962,2.539999962
1844505072,4/16/2016,3414,2.25999999,2.25999999
1844505072,4/17/2016,4525,2.99000001,2.99000001
1844505072,4/18/2016,4597,3.039999962,3.039999962
1844505072,4/19/2016,197,0.129999995,0.129999995
1844505072,4/20/2016,8,0.01,0.01
1844505072,4/21/2016,8054,5.320000172,5.320000172
1844505072,4/22/2016,5372,3.549999952,3.549999952
1844505072,4/23/2016,3570,2.359999895,2.359999895
1844505072,4/24/2016,0,0,0
1844505072,4/25/2016,0,0,0
1844505072,4/26/2016,0,0,0
1844505072,4/27/2016,4,0,0
1844505072,4/28/2016,6907,4.570000172,4.570000172
1844505072,4/29/2016,4920,3.25,3.25
1844505072,4/30/2016,4014,2.670000076,2.670000076
1844505072,5/1/2016,2573,1.700000048,1.700000048
1844505072,5/2/2016,0,0,0
1844505072,5/3/2016,4059,2.680000067,2.680000067
1844505072,5/4/2016,2080,1.370000005,1.370000005
1844505072,5/5/2016,2237,1.480000019,1.480000019
1844505072,5/6/2016,44,0.029999999,0.029999999
1844505072,5/7/2016,0,0,0
1844505072,5/8/2016,0,0,0
1844505072,5/9/2016,0,0,0
1844505072,5/10/2016,0,0,0
1844505072,5/11/2016,0,0,0
1844505072,5/12/2016,0,0,0
1927972279,4/12/2016,678,0.469999999,0.469999999
1927972279,4/13/2016,356,0.25,0.25
1927972279,4/14/2016,2163,1.5,1.5
1927972279,4/15/2016,980,0.680000007,0.680000007
1927972279,4/16/2016,0,0,0
1927972279,4/17/2016,0,0,0
1927972279,4/18/2016,244,0.170000002,0.170000002
1927972279,4/19/2016,0,0,0
1927972279,4/20/2016,0,0,0
1927972279,4/21/2016,0,0,0
1927972279,4/22/2016,149,0.100000001,0.100000001
1927972279,4/23/2016,2945,2.039999962,2.039999962
1927972279,4/24/2016,2090,1.450000048,1.450000048
1927972279,4/25/2016,152,0.109999999,0.109999999
1927972279,4/26/2016,3761,2.599999905,2.599999905
1927972279,4/27/2016,0,0,0
1927972279,4/28/2016,1675,1.159999967,1.159999967
1927972279,4/29/2016,0,0,0
1927972279,4/30/2016,0,0,0
1927972279,5/1/2016,2704,1.870000005,1.870000005
1927972279,5/2/2016,3790,2.619999886,2.619999886
1927972279,5/3/2016,1326,0.920000017,0.920000017
1927972279,5/4/2016,1786,1.24000001,1.24000001
1927972279,5/5/2016,0,0,0
1927972279,5/6/2016,2091,1.450000048,1.450000048
1927972279,5/7/2016,1510,1.039999962,1.039999962
1927972279,5/8/2016,0,0,0
1927972279,5/9/2016,0,0,0
1927972279,5/10/2016,0,0,0
1927972279,5/11/2016,0,0,0
1927972279,5/12/2016,0,0,0
2022484408,4/12/2016,11875,8.340000153,8.340000153
2022484408,4/13/2016,12024,8.5,8.5
2022484408,4/14/2016,10690,7.5,7.5
2022484408,4/15/2016,11034,8.029999733,8.029999733
2022484408,4/16/2016,10100,7.090000153,7.090000153
2022484408,4/17/2016,15112,11.39999962,11.39999962
2022484408,4/18/2016,14131,10.06999969,10.06999969
2022484408,4/19/2016,11548,8.529999733,8.529999733
2022484408,4/20/2016,15112,10.67000008,10.67000008
2022484408,4/21/2016,12453,8.739999771,8.739999771
2022484408,4/22/2016,12954,9.329999924,9.329999924
2022484408,4/23/2016,6001,4.210000038,4.210000038
2022484408,4/24/2016,13481,10.27999973,10.27999973
2022484408,4/25/2016,11369,8.010000229,8.010000229
2022484408,4/26/2016,10119,7.190000057,7.190000057
2022484408,4/27/2016,10159,7.130000114,7.130000114
2022484408,4/28/2016,10140,7.119999886,7.119999886
2022484408,4/29/2016,10245,7.190000057,7.190000057
2022484408,4/30/2016,18387,12.90999985,12.90999985
2022484408,5/1/2016,10538,7.400000095,7.400000095
2022484408,5/2/2016,10379,7.289999962,7.289999962
2022484408,5/3/2016,12183,8.739999771,8.739999771
2022484408,5/4/2016,11768,8.289999962,8.289999962
2022484408,5/5/2016,11895,8.350000381,8.350000381
2022484408,5/6/2016,10227,7.179999828,7.179999828
2022484408,5/7/2016,6708,4.710000038,4.710000038
2022484408,5/8/2016,3292,2.309999943,2.309999943
2022484408,5/9/2016,13379,9.390000343,9.390000343
2022484408,5/10/2016,12798,8.979999542,8.979999542
2022484408,5/11/2016,13272,9.319999695,9.319999695
2022484408,5/12/2016,9117,6.409999847,6.409999847
2026352035,4/12/2016,4414,2.74000001,2.74000001
2026352035,4/13/2016,4993,3.099999905,3.099999905
2026352035,4/14/2016,3335,2.069999933,2.069999933
2026352035,4/15/2016,3821,2.369999886,2.369999886
2026352035,4/16/2016,2547,1.580000043,1.580000043
2026352035,4/17/2016,838,0.519999981,0.519999981
2026352035,4/18/2016,3325,2.059999943,2.059999943
2026352035,4/19/2016,2424,1.5,1.5
2026352035,4/20/2016,7222,4.480000019,4.480000019
2026352035,4/21/2016,2467,1.529999971,1.529999971
2026352035,4/22/2016,2915,1.809999943,1.809999943
2026352035,4/23/2016,12357,7.710000038,7.710000038
2026352035,4/24/2016,3490,2.160000086,2.160000086
2026352035,4/25/2016,6017,3.730000019,3.730000019
2026352035,4/26/2016,5933,3.680000067,3.680000067
2026352035,4/27/2016,6088,3.769999981,3.769999981
2026352035,4/28/2016,6375,3.950000048,3.950000048
2026352035,4/29/2016,7604,4.710000038,4.710000038
2026352035,4/30/2016,4729,2.930000067,2.930000067
2026352035,5/1/2016,3609,2.279999971,2.279999971
2026352035,5/2/2016,7018,4.349999905,4.349999905
2026352035,5/3/2016,5992,3.720000029,3.720000029
2026352035,5/4/2016,6564,4.070000172,4.070000172
2026352035,5/5/2016,12167,7.539999962,7.539999962
2026352035,5/6/2016,8198,5.079999924,5.079999924
2026352035,5/7/2016,4193,2.599999905,2.599999905
2026352035,5/8/2016,5528,3.450000048,3.450000048
2026352035,5/9/2016,10685,6.619999886,6.619999886
2026352035,5/10/2016,254,0.159999996,0.159999996
2026352035,5/11/2016,8580,5.320000172,5.320000172
2026352035,5/12/2016,8891,5.510000229,5.510000229
2320127002,4/12/2016,10725,7.489999771,7.489999771
2320127002,4/13/2016,7275,4.900000095,4.900000095
2320127002,4/14/2016,3973,2.680000067,2.680000067
2320127002,4/15/2016,5205,3.50999999,3.50999999
2320127002,4/16/2016,5057,3.410000086,3.410000086
2320127002,4/17/2016,6198,4.179999828,4.179999828
2320127002,4/18/2016,6559,4.420000076,4.420000076
2320127002,4/19/2016,5997,4.039999962,4.039999962
2320127002,4/20/2016,7192,4.849999905,4.849999905
2320127002,4/21/2016,3404,2.289999962,2.289999962
2320127002,4/22/2016,5583,3.75999999,3.75999999
2320127002,4/23/2016,5079,3.420000076,3.420000076
2320127002,4/24/2016,4165,2.809999943,2.809999943
2320127002,4/25/2016,3588,2.420000076,2.420000076
2320127002,4/26/2016,3409,2.299999952,2.299999952
2320127002,4/27/2016,1715,1.159999967,1.159999967
2320127002,4/28/2016,1532,1.029999971,1.029999971
2320127002,4/29/2016,924,0.620000005,0.620000005
2320127002,4/30/2016,4571,3.079999924,3.079999924
2320127002,5/1/2016,772,0.519999981,0.519999981
2320127002,5/2/2016,3634,2.450000048,2.450000048
2320127002,5/3/2016,7443,5.019999981,5.019999981
2320127002,5/4/2016,1201,0.810000002,0.810000002
2320127002,5/5/2016,5202,3.50999999,3.50999999
2320127002,5/6/2016,4878,3.289999962,3.289999962
2320127002,5/7/2016,7379,4.96999979,4.96999979
2320127002,5/8/2016,5161,3.480000019,3.480000019
2320127002,5/9/2016,3090,2.079999924,2.079999924
2320127002,5/10/2016,6227,4.199999809,4.199999809
2320127002,5/11/2016,6424,4.329999924,4.329999924
2320127002,5/12/2016,2661,1.789999962,1.789999962
2347167796,4/12/2016,10113,6.829999924,6.829999924
2347167796,4/13/2016,10352,7.010000229,7.010000229
2347167796,4/14/2016,10129,6.699999809,6.699999809
2347167796,4/15/2016,10465,6.920000076,6.920000076
2347167796,4/16/2016,22244,15.07999992,15.07999992
2347167796,4/17/2016,5472,3.619999886,3.619999886
2347167796,4/18/2016,8247,5.449999809,5.449999809
2347167796,4/19/2016,6711,4.440000057,4.440000057
2347167796,4/20/2016,10999,7.269999981,7.269999981
2347167796,4/21/2016,10080,6.75,6.75
2347167796,4/22/2016,7804,5.159999847,5.159999847
2347167796,4/23/2016,16901,11.36999989,11.36999989
2347167796,4/24/2016,9471,6.260000229,6.260000229
2347167796,4/25/2016,9482,6.380000114,6.380000114
2347167796,4/26/2016,5980,3.950000048,3.950000048
2347167796,4/27/2016,11423,7.579999924,7.579999924
2347167796,4/28/2016,5439,3.599999905,3.599999905
2347167796,4/29/2016,42,0.029999999,0.029999999
2873212765,4/12/2016,8796,5.909999847,5.909999847
2873212765,4/13/2016,7618,5.119999886,5.119999886
2873212765,4/14/2016,7910,5.320000172,5.320000172
2873212765,4/15/2016,8482,5.699999809,5.699999809
2873212765,4/16/2016,9685,6.650000095,6.650000095
2873212765,4/17/2016,2524,1.700000048,1.700000048
2873212765,4/18/2016,7762,5.239999771,5.239999771
2873212765,4/19/2016,7948,5.369999886,5.369999886
2873212765,4/20/2016,9202,6.300000191,6.300000191
2873212765,4/21/2016,8859,5.980000019,5.980000019
2873212765,4/22/2016,7286,4.900000095,4.900000095
2873212765,4/23/2016,9317,6.349999905,6.349999905
2873212765,4/24/2016,6873,4.679999828,4.679999828
2873212765,4/25/2016,7373,4.949999809,4.949999809
2873212765,4/26/2016,8242,5.539999962,5.539999962
2873212765,4/27/2016,3516,2.359999895,2.359999895
2873212765,4/28/2016,7913,5.409999847,5.409999847
2873212765,4/29/2016,7365,4.949999809,4.949999809
2873212765,4/30/2016,8452,5.679999828,5.679999828
2873212765,5/1/2016,7399,4.96999979,4.96999979
2873212765,5/2/2016,7525,5.059999943,5.059999943
2873212765,5/3/2016,7412,4.980000019,4.980000019
2873212765,5/4/2016,8278,5.559999943,5.559999943
2873212765,5/5/2016,8314,5.610000134,5.610000134
2873212765,5/6/2016,7063,4.75,4.75
2873212765,5/7/2016,4940,3.380000114,3.380000114
2873212765,5/8/2016,8168,5.539999962,5.539999962
2873212765,5/9/2016,7726,5.190000057,5.190000057
2873212765,5/10/2016,8275,5.559999943,5.559999943
2873212765,5/11/2016,6440,4.329999924,4.329999924
2873212765,5/12/2016,7566,5.110000134,5.110000134
3372868164,4/12/2016,4747,3.24000001,3.24000001
3372868164,4/13/2016,9715,6.630000114,6.630000114
3372868164,4/14/2016,8844,6.03000021,6.03000021
3372868164,4/15/2016,7451,5.079999924,5.079999924
3372868164,4/16/2016,6905,4.730000019,4.730000019
3372868164,4/17/2016,8199,5.880000114,5.880000114
3372868164,4/18/2016,6798,4.639999866,4.639999866
3372868164,4/19/2016,7711,5.260000229,5.260000229
3372868164,4/20/2016,4880,3.329999924,3.329999924
3372868164,4/21/2016,8857,6.070000172,6.070000172
3372868164,4/22/2016,3843,2.619999886,2.619999886
3372868164,4/23/2016,7396,5.070000172,5.070000172
3372868164,4/24/2016,6731,4.590000153,4.590000153
3372868164,4/25/2016,5995,4.090000153,4.090000153
3372868164,4/26/2016,8283,5.789999962,5.789999962
3372868164,4/27/2016,7904,5.420000076,5.420000076
3372868164,4/28/2016,5512,3.75999999,3.75999999
3372868164,4/29/2016,9135,6.230000019,6.230000019
3372868164,4/30/2016,5250,3.579999924,3.579999924
3372868164,5/1/2016,3077,2.099999905,2.099999905
3977333714,4/12/2016,8856,5.980000019,5.980000019
3977333714,4/13/2016,10035,6.710000038,6.710000038
3977333714,4/14/2016,7641,5.110000134,5.110000134
3977333714,4/15/2016,9010,6.059999943,6.059999943
3977333714,4/16/2016,13459,9,9
3977333714,4/17/2016,10415,6.96999979,6.96999979
3977333714,4/18/2016,11663,7.800000191,7.800000191
3977333714,4/19/2016,12414,8.779999733,8.779999733
3977333714,4/20/2016,11658,7.829999924,7.829999924
3977333714,4/21/2016,6093,4.079999924,4.079999924
3977333714,4/22/2016,8911,5.960000038,5.960000038
3977333714,4/23/2016,12058,8.069999695,8.069999695
3977333714,4/24/2016,14112,10,10
3977333714,4/25/2016,11177,8.479999542,8.479999542
3977333714,4/26/2016,11388,7.619999886,7.619999886
3977333714,4/27/2016,7193,5.039999962,5.039999962
3977333714,4/28/2016,7114,4.880000114,4.880000114
3977333714,4/29/2016,10645,7.75,7.75
3977333714,4/30/2016,13238,9.199999809,9.199999809
3977333714,5/1/2016,10414,7.070000172,7.070000172
3977333714,5/2/2016,16520,11.05000019,11.05000019
3977333714,5/3/2016,14335,9.590000153,9.590000153
3977333714,5/4/2016,13559,9.43999958,9.43999958
3977333714,5/5/2016,12312,8.579999924,8.579999924
3977333714,5/6/2016,11677,8.279999733,8.279999733
3977333714,5/7/2016,11550,7.730000019,7.730000019
3977333714,5/8/2016,13585,9.090000153,9.090000153
3977333714,5/9/2016,14687,10.07999992,10.07999992
3977333714,5/10/2016,13072,8.779999733,8.779999733
3977333714,5/11/2016,746,0.5,0.5
4020332650,4/12/2016,8539,6.119999886,6.119999886
4020332650,4/13/2016,0,0,0
4020332650,4/14/2016,108,0.079999998,0.079999998
4020332650,4/15/2016,1882,1.350000024,1.350000024
4020332650,4/16/2016,1982,1.419999957,1.419999957
4020332650,4/17/2016,16,0.01,0.01
4020332650,4/18/2016,62,0.039999999,0.039999999
4020332650,4/19/2016,0,0,0
4020332650,4/20/2016,0,0,0
4020332650,4/21/2016,0,0,0
4020332650,4/22/2016,0,0,0
4020332650,4/23/2016,0,0,0
4020332650,4/24/2016,0,0,0
4020332650,4/25/2016,0,0,0
4020332650,4/26/2016,0,0,0
4020332650,4/27/2016,0,0,0
4020332650,4/28/2016,0,0,0
4020332650,4/29/2016,0,0,0
4020332650,4/30/2016,0,0,0
4020332650,5/1/2016,0,0,0
4020332650,5/2/2016,475,0.340000004,0.340000004
4020332650,5/3/2016,4496,3.220000029,3.220000029
4020332650,5/4/2016,10252,7.349999905,7.349999905
4020332650,5/5/2016,11728,8.430000305,8.430000305
4020332650,5/6/2016,4369,3.130000114,3.130000114
4020332650,5/7/2016,6132,4.400000095,4.400000095
4020332650,5/8/2016,5862,4.199999809,4.199999809
4020332650,5/9/2016,4556,3.269999981,3.269999981
4020332650,5/10/2016,5546,3.980000019,3.980000019
4020332650,5/11/2016,3689,2.650000095,2.650000095
4020332650,5/12/2016,590,0.419999987,0.419999987
4057192912,4/12/2016,5394,4.03000021,4.03000021
4057192912,4/13/2016,5974,4.46999979,4.46999979
4057192912,4/14/2016,0,0,0
4057192912,4/15/2016,3984,2.950000048,2.950000048
4319703577,4/12/2016,7753,5.199999809,5.199999809
4319703577,4/13/2016,8204,5.5,5.5
4319703577,4/14/2016,10210,6.880000114,6.880000114
4319703577,4/15/2016,5664,3.799999952,3.799999952
4319703577,4/16/2016,4744,3.180000067,3.180000067
4319703577,4/17/2016,29,0.02,0.02
4319703577,4/18/2016,2276,1.549999952,1.549999952
4319703577,4/19/2016,8925,5.989999771,5.989999771
4319703577,4/20/2016,8954,6.010000229,6.010000229
4319703577,4/21/2016,3702,2.480000019,2.480000019
4319703577,4/22/2016,4500,3.019999981,3.019999981
4319703577,4/23/2016,4935,3.309999943,3.309999943
4319703577,4/24/2016,4081,2.74000001,2.74000001
4319703577,4/25/2016,9259,6.210000038,6.210000038
4319703577,4/26/2016,9899,6.639999866,6.639999866
4319703577,4/27/2016,10780,7.230000019,7.230000019
4319703577,4/28/2016,10817,7.28000021,7.28000021
4319703577,4/29/2016,7990,5.360000134,5.360000134
4319703577,4/30/2016,8221,5.519999981,5.519999981
4319703577,5/1/2016,1251,0.839999974,0.839999974
4319703577,5/2/2016,9261,6.239999771,6.239999771
4319703577,5/3/2016,9648,6.46999979,6.46999979
4319703577,5/4/2016,10429,7.019999981,7.019999981
4319703577,5/5/2016,13658,9.489999771,9.489999771
4319703577,5/6/2016,9524,6.420000076,6.420000076
4319703577,5/7/2016,7937,5.329999924,5.329999924
4319703577,5/8/2016,3672,2.460000038,2.460000038
4319703577,5/9/2016,10378,6.960000038,6.960000038
4319703577,5/10/2016,9487,6.369999886,6.369999886
4319703577,5/11/2016,9129,6.130000114,6.130000114
4319703577,5/12/2016,17,0.01,0.01
4388161847,4/12/2016,10122,7.78000021,7.78000021
4388161847,4/13/2016,10993,8.449999809,8.449999809
4388161847,4/14/2016,8863,6.820000172,6.820000172
4388161847,4/15/2016,8758,6.730000019,6.730000019
4388161847,4/16/2016,6580,5.059999943,5.059999943
4388161847,4/17/2016,4660,3.579999924,3.579999924
4388161847,4/18/2016,11009,9.100000381,9.100000381
4388161847,4/19/2016,10181,7.829999924,7.829999924
4388161847,4/20/2016,10553,8.119999886,8.119999886
4388161847,4/21/2016,10055,7.730000019,7.730000019
4388161847,4/22/2016,12139,9.340000153,9.340000153
4388161847,4/23/2016,13236,10.18000031,10.18000031
4388161847,4/24/2016,10243,7.880000114,7.880000114
4388161847,4/25/2016,12961,9.970000267,9.970000267
4388161847,4/26/2016,9461,7.28000021,7.28000021
4388161847,4/27/2016,11193,8.609999657,8.609999657
4388161847,4/28/2016,10074,7.75,7.75
4388161847,4/29/2016,9232,7.099999905,7.099999905
4388161847,4/30/2016,12533,9.640000343,9.640000343
4388161847,5/1/2016,10255,7.889999866,7.889999866
4388161847,5/2/2016,10096,8.399999619,8.399999619
4388161847,5/3/2016,12727,9.789999962,9.789999962
4388161847,5/4/2016,12375,9.520000458,9.520000458
4388161847,5/5/2016,9603,7.380000114,7.380000114
4388161847,5/6/2016,13175,10.13000011,10.13000011
4388161847,5/7/2016,22770,17.54000092,17.54000092
4388161847,5/8/2016,17298,14.38000011,14.38000011
4388161847,5/9/2016,10218,7.860000134,7.860000134
4388161847,5/10/2016,10299,7.920000076,7.920000076
4388161847,5/11/2016,10201,7.840000153,7.840000153
4388161847,5/12/2016,3369,2.589999914,2.589999914
4445114986,4/12/2016,3276,2.200000048,2.200000048
4445114986,4/13/2016,2961,1.99000001,1.99000001
4445114986,4/14/2016,3974,2.670000076,2.670000076
4445114986,4/15/2016,7198,4.829999924,4.829999924
4445114986,4/16/2016,3945,2.650000095,2.650000095
4445114986,4/17/2016,2268,1.519999981,1.519999981
4445114986,4/18/2016,6155,4.239999771,4.239999771
4445114986,4/19/2016,2064,1.389999986,1.389999986
4445114986,4/20/2016,2072,1.389999986,1.389999986
4445114986,4/21/2016,3809,2.559999943,2.559999943
4445114986,4/22/2016,6831,4.579999924,4.579999924
4445114986,4/23/2016,4363,2.930000067,2.930000067
4445114986,4/24/2016,5002,3.359999895,3.359999895
4445114986,4/25/2016,3385,2.269999981,2.269999981
4445114986,4/26/2016,6326,4.409999847,4.409999847
4445114986,4/27/2016,7243,5.03000021,5.03000021
4445114986,4/28/2016,4493,3.00999999,3.00999999
4445114986,4/29/2016,4676,3.140000105,3.140000105
4445114986,4/30/2016,6222,4.179999828,4.179999828
4445114986,5/1/2016,5232,3.50999999,3.50999999
4445114986,5/2/2016,6910,4.75,4.75
4445114986,5/3/2016,7502,5.179999828,5.179999828
4445114986,5/4/2016,2923,1.960000038,1.960000038
4445114986,5/5/2016,3800,2.549999952,2.549999952
4445114986,5/6/2016,4514,3.029999971,3.029999971
4445114986,5/7/2016,5183,3.589999914,3.589999914
4445114986,5/8/2016,7303,4.900000095,4.900000095
4445114986,5/9/2016,5275,3.539999962,3.539999962
4445114986,5/10/2016,3915,2.630000114,2.630000114
